Creation_Date,Name,entry_force,directive,Product_name,Product_code,MRL,ApplicationDate,Footnotes_MRL,ApplicationDate2,NewMRL,Footnotes_sub
06/10/2016 08:47,Dalapon,,,,,,,,,,
06/10/2016 08:47,,01/09/2008,,,,,,,,,
06/10/2016 08:47,,,Reg. (EC) No 149/2008,,,,,,,,
06/10/2016 08:47,,,,"FRUITS, FRESH or FROZEN; TREE NUTS",100000,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,Citrus fruits,110000,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,"Grapefruits (Natsudaidais, Shaddocks/pomelos, Sweeties/oroblancos, Tangelolos, Tangelos (except minneolas)/Ugli?, Other hybrids of Citrus paradisi, not elsewhere mentioned,)",110010,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,"Oranges (Bergamots, Bitter oranges/sour oranges, Blood oranges, Cara caras, Chinottos, Trifoliate oranges, Other hybrids of Citrus sinensis, not elsewhere mentioned,)",110020,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,"Lemons (Buddha's hands/Buddha's fingers, Citrons,)",110030,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,"Limes (Indian sweet limes/Palestine sweet limes, Kaffir limes, Sweet limes/mosambis, Tahiti limes,)",110040,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,"Mandarins (Calamondins, Clementines, Cleopatra mandarins, Minneolas, Satsumas, Tangerines/dancy mandarins, Tangors, Other hybrids of Citrus reticulata, not elsewhere mentioned,)",110050,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,Others,110990,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,Tree nuts,120000,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,"Almonds (Apricot kernels, Bitter almonds, Canarium nuts/galip nuts, Pili nuts,)",120010,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,Brazil nuts,120020,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,Cashew nuts,120030,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,Chestnuts,120040,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,"Coconuts (Areca nuts/betel nuts,)",120050,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,"Hazelnuts/cobnuts (Acorns, Filberts,)",120060,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,Macadamias,120070,0.05*,01/09/2008,,,,
06/10/2016 08:47,,,,"Pecans (Hickory nuts,)",120080,0.05*,01/09/2008,,,,
